ID	Symbol	Synonyms	Chromosome
"11319"	"ECD"	"GCR2, HSGT1, SGT1"	"10"
"6556"	"SLC11A1"	"LSH, NRAMP, NRAMP1"	"2"
"1755"	"DMBT1"	"GP340, SAG, SALSA, muclin"	"10"
"340061"	"STING1"	"ERIS, MITA, MPYS, NET23, SAVI, STING, STING-beta, TMEM173, hMITA, hSTING"	"5"
"6499"	"SKIV2L"	"170A, DDX13, HLP, SKI2, SKI2W, SKIV2, SKIV2L1, THES2"	"6"
"6407"	"SEMG2"	"SGII"	"20"
"4049"	"LTA"	"LT, TNFB, TNFSF1, TNLG1E"	"6"
"1674"	"DES"	"CDCD3, CSM1, CSM2, LGMD1D, LGMD1E, LGMD2R"	"2"
"1633"	"DCK"	"-"	"4"
"1616"	"DAXX"	"BING2, DAP6, EAP1, SMIM40"	"6"
"8797"	"TNFRSF10A"	"APO2, CD261, DR4, TRAILR-1, TRAILR1"	"8"
"8795"	"TNFRSF10B"	"CD262, DR5, KILLER, KILLER/DR5, TRAIL-R2, TRAILR2, TRICK2, TRICK2A, TRICK2B, TRICKB, ZTNFR9"	"8"
"8726"	"EED"	"COGIS, HEED, WAIT1"	"11"
"6351"	"CCL4"	"ACT2, AT744.1, G-26, HC21, LAG-1, LAG1, MIP-1-beta, MIP1B, MIP1B1, SCYA2, SCYA4"	"17"
"3987"	"LIMS1"	"PINCH, PINCH-1, PINCH1"	"2"
"3906"	"LALBA"	"LYZG"	"12"
"164668"	"APOBEC3H"	"A3H, ARP-10, ARP10"	"22"
"164656"	"TMPRSS6"	"IRIDA, MT2"	"22"
"11005"	"SPINK5"	"LEKTI, LETKI, NETS, NS, VAKTI"	"5"
"8685"	"MARCO"	"SCARA2, SR-A6"	"2"
"8678"	"BECN1"	"ATG6, VPS30, beclin1"	"17"
"8600"	"TNFSF11"	"CD254, ODF, OPGL, OPTB2, RANKL, TNLG6B, TRANCE, hRANKL2, sOdf"	"13"
"3827"	"KNG1"	"BDK, BK, HMWK, KNG"	"3"
"1445"	"CSK"	"-"	"15"
"22914"	"KLRK1"	"CD314, D12S2489E, KLR, NKG2-D, NKG2D"	"12"
"3757"	"KCNH2"	"ERG-1, ERG1, H-ERG, HERG, HERG1, Kv11.1, LQT2, SQT1"	"7"
"3727"	"JUND"	"AP-1"	"19"
"3716"	"JAK1"	"JAK1A, JAK1B, JTK3"	"1"
"1385"	"CREB1"	"CREB, CREB-1"	"2"
"1364"	"CLDN4"	"CPE-R, CPER, CPETR, CPETR1, WBSCR8, hCPE-R"	"7"
"56477"	"CCL28"	"CCK1, MEC, SCYA28"	"5"
"6037"	"RNASE3"	"ECP, RAF1, RNS3"	"14"
"6029"	"RN7SL1"	"7L1a, 7SL, RN7SL, RNSRP1"	"14"
"3665"	"IRF7"	"IMD39, IRF-7, IRF-7H, IRF7A, IRF7B, IRF7C, IRF7H"	"11"
"3658"	"IREB2"	"ACO3, IRE-BP 2, IRE-BP2, IRP2, IRP2AD, NDCAMA"	"15"
"3611"	"ILK"	"HEL-S-28, ILK-1, ILK-2, P59, p59ILK"	"11"
"3606"	"IL18"	"IGIF, IL-18, IL-1g, IL1F4"	"11"
"3605"	"IL17A"	"CTLA-8, CTLA8, IL-17, IL-17A, IL17"	"6"
"1241"	"LTB4R"	"BLT1, BLTR, CMKRL1, GPR16, LTB4R1, LTBR1, P2RY7, P2Y7"	"14"
"200315"	"APOBEC3A"	"A3A, ARP3, PHRBN, bK150C2.1"	"22"
"10747"	"MASP2"	"MAP19, MASP-2, MASP1P1, sMAP"	"1"
"5987"	"TRIM27"	"RFP, RNF76"	"6"
"5970"	"RELA"	"CMCU, NFKB3, p65"	"11"
"3575"	"IL7R"	"CD127, CDW127, IL-7R-alpha, IL7RA, ILRA"	"5"
"3552"	"IL1A"	"IL-1 alpha, IL-1A, IL1, IL1-ALPHA, IL1F1"	"2"
"5806"	"PTX3"	"TNFAIP5, TSG-14"	"3"
"3455"	"IFNAR2"	"IFN-R, IFN-alpha-REC, IFNABR, IFNARB, IMD45"	"21"
"3438"	"IFN1@"	"IFNA"	"9"
"84958"	"SYTL1"	"JFC1, SLP1"	"1"
"27350"	"APOBEC3C"	"A3C, APOBEC1L, ARDC2, ARDC4, ARP5, PBI, bK150C2.3"	"22"
"10521"	"DDX17"	"P72, RH70"	"22"
"5743"	"PTGS2"	"COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2"	"1"
"3350"	"HTR1A"	"5-HT-1A, 5-HT1A, 5HT1a, ADRB2RL1, ADRBRL1, G-21, PFMCD"	"5"
"989"	"SEPTIN7"	"CDC10, CDC3, NBLA02942, SEPT7, SEPT7A"	"7"
"959"	"CD40LG"	"CD154, CD40L, HIGM1, IGM, IMD3, T-BAM, TNFSF5, TRAP, gp39, hCD40L"	"X"
"929"	"CD14"	"-"	"5"
"925"	"CD8A"	"CD8, Leu2, p32"	"2"
"920"	"CD4"	"CD4mut"	"12"
"5648"	"MASP1"	"3MC1, CRARF, CRARF1, MAP1, MASP, MASP3, MAp44, PRSS5, RaRF"	"3"
"5624"	"PROC"	"APC, PC, PROC1, THPH3, THPH4"	"2"
"5605"	"MAP2K2"	"CFC4, MAPKK2, MEK2, MKK2, PRKMK2"	"19"
"5604"	"MAP2K1"	"CFC3, MAPKK1, MEK1, MKK1, PRKMK1"	"15"
"3273"	"HRG"	"HPRG, HRGP, THPH11"	"3"
"10397"	"NDRG1"	"CAP43, CMT4D, DRG-1, DRG1, GC4, HMSNL, NDR1, NMSL, PROXY1, RIT42, RTP, TARG1, TDD5"	"8"
"10379"	"IRF9"	"IRF-9, ISGF3, ISGF3G, p48"	"14"
"10346"	"TRIM22"	"GPSTAF50, RNF94, STAF50"	"11"
"10314"	"LANCL1"	"GPR69A, p40"	"2"
"5531"	"PPP4C"	"PP-X, PP4, PP4C, PPH3, PPP4, PPX"	"16"
"3162"	"HMOX1"	"HMOX1D, HO-1, HSP32, bK286B10"	"22"
"3146"	"HMGB1"	"HMG-1, HMG1, HMG3, SBP-1"	"13"
"3106"	"HLA-B"	"AS, B-4901, HLAB"	"6"
"84659"	"RNASE7"	"RAE1"	"14"
"10257"	"ABCC4"	"MOAT-B, MOATB, MRP4"	"13"
"3082"	"HGF"	"DFNB39, F-TCF, HGFB, HPTA, SF"	"7"
"3065"	"HDAC1"	"GON-10, HD1, KDAC1, RPD3, RPD3L1"	"1"
"163702"	"IFNLR1"	"CRF2/12, IFNLR, IL-28R1, IL28RA, LICR2"	"1"
"5359"	"PLSCR1"	"MMTRA1B"	"3"
"567"	"B2M"	"IMD43"	"15"
"60468"	"BACH2"	"BTBD25, IMD60"	"6"
"10010"	"TANK"	"I-TRAF, ITRAF, TRAF2"	"2"
"5294"	"PIK3CG"	"PI3CG, PI3K, PI3Kgamma, PIK3, p110gamma, p120-PI3K"	"7"
"408"	"ARRB1"	"ARB1, ARR1"	"11"
"91543"	"RSAD2"	"2510004L01Rik, cig33, cig5, vig1"	"2"
"55576"	"STAB2"	"FEEL2, FELE-2, FELL2, FEX2, HARE, SCARH1"	"12"
"29110"	"TBK1"	"FTDALS4, IIAE8, NAK, T2K"	"12"
"5173"	"PDYN"	"ADCA, PENKB, SCA23"	"20"
"5159"	"PDGFRB"	"CD140B, IBGC4, IMF1, JTK12, KOGS, PDGFR, PDGFR-1, PDGFR1, PENTT"	"5"
"5133"	"PDCD1"	"CD279, PD-1, PD1, SLEB2, hPD-1, hPD-l, hSLE1"	"2"
"5126"	"PCSK2"	"NEC 2, NEC-2, NEC2, PC2, SPC2"	"20"
"5122"	"PCSK1"	"BMIQ12, NEC1, PC1, PC3, SPC3"	"5"
"384"	"ARG2"	"-"	"14"
"366"	"AQP9"	"AQP-9, HsT17287, SSC1, T17287"	"15"
"356"	"FASLG"	"ALPS1B, APT1LG1, APTL, CD178, CD95-L, CD95L, FASL, TNFSF6, TNLG1A"	"1"
"350"	"APOH"	"B2G1, B2GP1, BG"	"17"
"332"	"BIRC5"	"API4, EPR-1"	"17"
"309"	"ANXA6"	"ANX6, CBP68, CPB-II, p68, p70"	"5"
"50616"	"IL22"	"IL-21, IL-22, IL-D110, IL-TIF, ILTIF, TIFIL-23, TIFa, zcyto18"	"12"
"7448"	"VTN"	"V75, VN, VNT"	"17"
"7431"	"VIM"	"-"	"10"
"7412"	"VCAM1"	"CD106, INCAM-100"	"1"
"5052"	"PRDX1"	"MSP23, NKEF-A, NKEFA, PAG, PAGA, PAGB, PRX1, PRXI, TDPX2"	"1"
"2670"	"GFAP"	"ALXDRD"	"17"
"2634"	"GBP2"	"-"	"1"
"213"	"ALB"	"HSA, PRO0883, PRO0903, PRO1341"	"4"
"55315"	"SLC29A3"	"ENT3, HCLAP, HJCD, PHID"	"10"
"4938"	"OAS1"	"E18/E16, IFI-4, OIAS, OIASI"	"12"
"177"	"AGER"	"RAGE, SCARJ1"	"6"
"81622"	"UNC93B1"	"IIAE1, UNC93, UNC93B, Unc-93B1"	"11"
"7292"	"TNFSF4"	"CD134L, CD252, GP34, OX-40L, OX4OL, TNLG2B, TXGP1"	"1"
"4842"	"NOS1"	"IHPS1, N-NOS, NC-NOS, NOS, bNOS, nNOS"	"12"
"71"	"ACTG1"	"ACT, ACTG, DFNA20, DFNA26, HEL-176"	"17"
"58"	"ACTA1"	"ACTA, ASMA, CFTD, CFTD1, CFTDM, MPFD, NEM1, NEM2, NEM3, SHPM"	"1"
"48"	"ACO1"	"ACONS, HEL60, IREB1, IREBP, IREBP1, IRP1"	"9"
"12"	"SERPINA3"	"AACT, ACT, GIG24, GIG25"	"14"
"3577"	"CXCR1"	"C-C, C-C-CKR-1, CD128, CD181, CDw128a, CKR-1, CMKAR1, IL8R1, IL8RA, IL8RBA"	"2"
"6359"	"CCL15"	"HCC-2, HMRP-2B, LKN-1, LKN1, MIP-1 delta, MIP-1D, MIP-5, MRP-2B, NCC-3, NCC3, SCYA15, SCYL3, SY15"	"17"
"6358"	"CCL14"	"CC-1, CC-3, CKB1, HCC-1, HCC-1(1-74), HCC-1/HCC-3, HCC-3, MCIF, NCC-2, NCC2, SCYA14, SCYL2, SY14"	"17"
"6351"	"CCL4"	"ACT2, AT744.1, G-26, HC21, LAG-1, LAG1, MIP-1-beta, MIP1B, MIP1B1, SCYA2, SCYA4"	"17"
"6360"	"CCL16"	"CKb12, HCC-4, ILINCK, LCC-1, LEC, LMC, Mtn-1, NCC-4, NCC4, SCYA16, SCYL4"	"17"
"6363"	"CCL19"	"CKb11, ELC, MIP-3b, MIP3B, SCYA19"	"9"
"6357"	"CCL13"	"CKb10, MCP-4, NCC-1, NCC1, SCYA13, SCYL1"	"17"
"6362"	"CCL18"	"AMAC-1, AMAC1, CKb7, DC-CK1, DCCK1, MIP-4, PARC, SCYA18"	"17"
"6361"	"CCL17"	"A-152E5.3, ABCD-2, SCYA17, TARC"	"16"
"10344"	"CCL26"	"IMAC, MIP-4a, MIP-4alpha, SCYA26, TSC-1"	"7"
"6367"	"CCL22"	"A-152E5.1, ABCD-1, DC/B-CK, MDC, SCYA22, STCP-1"	"16"
"1232"	"CCR3"	"C C CKR3, CC-CKR-3, CD193, CKR 3, CKR3, CMKBR3"	"3"
"56477"	"CCL28"	"CCK1, MEC, SCYA28"	"5"
"388372"	"CCL4L1"	"AT744.2, CCL4L, LAG-1, LAG1, MIP-1-beta, SCYA4L, SCYA4L1, SCYA4L2"	"17"
"1238"	"ACKR2"	"CCBP2, CCR10, CCR9, CMKBR9, D6, hD6"	"3"
"1236"	"CCR7"	"BLR2, CC-CKR-7, CCR-7, CD197, CDw197, CMKBR7, EBI1"	"17"
"10850"	"CCL27"	"ALP, CTACK, CTAK, ESKINE, ILC, PESKY, SCYA27"	"9"
"1237"	"CCR8"	"CC-CKR-8, CCR-8, CDw198, CKRL1, CMKBR8, CMKBRL2, CY6, GPRCY6, TER1"	"3"
"51554"	"ACKR4"	"CC-CKR-11, CCBP2, CCR-11, CCR10, CCR11, CCRL1, CCX CKR, CCX-CKR, CKR-11, PPR1, VSHK1"	"3"
"2826"	"CCR10"	"GPR2"	"17"
"6347"	"CCL2"	"GDCF-2, HC11, HSMCR30, MCAF, MCP-1, MCP1, SCYA2, SMC-CF"	"17"
"6366"	"CCL21"	"6Ckine, CKb9, ECL, SCYA21, SLC, TCA4"	"9"
"6354"	"CCL7"	"FIC, MARC, MCP-3, MCP3, NC28, SCYA6, SCYA7"	"17"
"6352"	"CCL5"	"D17S136E, RANTES, SCYA5, SIS-delta, SISd, TCP228, eoCP"	"17"
"6348"	"CCL3"	"G0S19-1, LD78ALPHA, MIP-1-alpha, MIP1A, SCYA3"	"17"
"6364"	"CCL20"	"CKb4, Exodus, LARC, MIP-3-alpha, MIP-3a, MIP3A, SCYA20, ST38"	"2"
"6356"	"CCL11"	"SCYA11"	"17"
"1234"	"CCR5"	"CC-CKR-5, CCCKR5, CCR-5, CD195, CKR-5, CKR5, CMKBR5, IDDM22"	"3"
"6368"	"CCL23"	"CK-BETA-8, CKb8, Ckb-8, Ckb-8-1, MIP-3, MIP3, MPIF-1, SCYA23, hmrp-2a"	"17"
"6370"	"CCL25"	"Ckb15, SCYA25, TECK"	"19"
"6346"	"CCL1"	"I-309, P500, SCYA1, SISe, TCA3"	"17"
"414062"	"CCL3L3"	"464.2, D17S1718, G0S19-2, LD78, LD78BETA, SCYA3L, SCYA3L1"	"17"
"9560"	"CCL4L2"	"AT744.2, CCL4L, SCYA4L, SCYQ4L2"	"17"
"6387"	"CXCL12"	"IRH, PBSF, SCYB12, SDF1, TLSF, TPAR1"	"10"
"6375"	"XCL1"	"ATAC, LPTN, LTN, SCM-1, SCM-1a, SCM1, SCM1A, SCYC1"	"1"
"6355"	"CCL8"	"HC14, MCP-2, MCP2, SCYA10, SCYA8"	"17"
"6349"	"CCL3L1"	"464.2, D17S1718, G0S19-2, LD78, LD78-beta(1-70), LD78BETA, MIP1AP, SCYA3L, SCYA3L1"	"17"
"1230"	"CCR1"	"CD191, CKR-1, CKR1, CMKBR1, HM145, MIP1aR, SCYAR1"	"3"
"6369"	"CCL24"	"Ckb-6, MPIF-2, MPIF2, SCYA24"	"7"
"6846"	"XCL2"	"SCM-1b, SCM1B, SCYC2"	"1"
"2919"	"CXCL1"	"FSP, GRO1, GROa, MGSA, MGSA-a, NAP-3, SCYB1"	"4"
"3627"	"CXCL10"	"C7, IFI10, INP10, IP-10, SCYB10, crg-2, gIP-10, mob-1"	"4"
"7852"	"CXCR4"	"CD184, D2S201E, FB22, HM89, HSY3RR, LAP-3, LAP3, LCR1, LESTR, NPY3R, NPYR, NPYRL, NPYY3R, WHIM, WHIMS"	"2"
"2920"	"CXCL2"	"CINC-2a, GRO2, GROb, MGSA-b, MIP-2a, MIP2, MIP2A, SCYB2"	"4"
"10663"	"CXCR6"	"BONZO, CD186, STRL33, TYMSTR"	"3"
"1233"	"CCR4"	"CC-CKR-4, CD194, CKR4, CMKBR4, ChemR13, HGCN:14099, K5-5"	"3"
"6373"	"CXCL11"	"H174, I-TAC, IP-9, IP9, SCYB11, SCYB9B, b-R1"	"4"
"25817"	"TAFA5"	"FAM19A5, QLLK5208, TAFA-5, UNQ5208"	"22"
"284467"	"TAFA3"	"FAM19A3, TAFA-3"	"1"
"151647"	"TAFA4"	"FAM19A4, TAFA-4"	"3"
"407738"	"TAFA1"	"FAM19A1, TAFA-1"	"3"
"338811"	"TAFA2"	"FAM19A2, TAFA-2"	"12"
"348249"	"CCL15-CCL14"	"CCL15, HCC-2, LKN-1, MIP-5, MIP5, Mrp-2b, NCC-3, NCC3, SCYA15"	"17"
"3569"	"IL6"	"BSF-2, BSF2, CDF, HGF, HSF, IFN-beta-2, IFNB2, IL-6"	"7"
"7124"	"TNF"	"DIF, TNF-alpha, TNFA, TNFSF2, TNLG1F"	"6"
"3553"	"IL1B"	"IL-1, IL1-BETA, IL1F2, IL1beta"	"2"
"3606"	"IL18"	"IGIF, IL-18, IL-1g, IL1F4"	"11"
"2185"	"PTK2B"	"CADTK, CAKB, FADK2, FAK2, PKB, PTK, PYK2, RAFTK"	"8"
"7422"	"VEGFA"	"MVCD1, VEGF, VPF"	"6"
"3565"	"IL4"	"BCGF-1, BCGF1, BSF-1, BSF1, IL-4"	"5"
"999"	"CDH1"	"Arc-1, BCDS1, CD324, CDHE, ECAD, LCAM, UVO"	"16"
"958"	"CD40"	"Bp50, CDW40, TNFRSF5, p50"	"20"
"55894"	"DEFB103B"	"BD-3, DEFB-3, DEFB103, DEFB3, HBD-3, HBD3, HBP-3, HBP3"	"8"
"2150"	"F2RL1"	"GPR11, PAR2"	"5"
"4318"	"MMP9"	"CLG4B, GELB, MANDP2, MMP-9"	"20"
"4052"	"LTBP1"	"-"	"2"
"1673"	"DEFB4A"	"BD-2, DEFB-2, DEFB102, DEFB2, DEFB4, HBD-2, SAP1"	"8"
"8743"	"TNFSF10"	"APO2L, Apo-2L, CD253, TL2, TNLG6A, TRAIL"	"3"
"3596"	"IL13"	"IL-13, P600"	"5"
"3586"	"IL10"	"CSIF, GVHDS, IL-10, IL10A, TGIF"	"1"
"3558"	"IL2"	"IL-2, TCGF, lymphokine"	"4"
"5468"	"PPARG"	"CIMT1, GLM1, NR1C3, PPARG1, PPARG2, PPARG5, PPARgamma"	"3"
"2268"	"FGR"	"SRC2, c-fgr, c-src2, p55-Fgr, p55c-fgr, p58-Fgr, p58c-fgr"	"1"
"4282"	"MIF"	"GIF, GLIF, MMIF"	"22"
"1401"	"CRP"	"PTX1"	"1"
"3717"	"JAK2"	"JTK10, THCYT3"	"9"
"3552"	"IL1A"	"IL-1 alpha, IL-1A, IL1, IL1-ALPHA, IL1F1"	"2"
"5747"	"PTK2"	"FADK, FAK, FAK1, FRNK, PPP1R71, p125FAK, pp125FAK"	"8"
"5729"	"PTGDR"	"AS1, ASRT1, DP, DP1, PTGDR1"	"14"
"942"	"CD86"	"B7-2, B7.2, B70, CD28LG2, LAB72"	"3"
"3055"	"HCK"	"JTK9, p59Hck, p61Hck"	"20"
"408"	"ARRB1"	"ARB1, ARR1"	"11"
"2770"	"GNAI1"	"Gi"	"7"
"7421"	"VDR"	"NR1I1, PPP1R163"	"12"
"4973"	"OLR1"	"CLEC8A, LOX1, LOXIN, SCARE1, SLOX1"	"12"
"156"	"GRK2"	"ADRBK1, BARK1, BETA-ARK1"	"11"
"7294"	"TXK"	"BTKL, PSCTK5, PTK4, RLK, TKL"	"4"
"6036"	"RNASE2"	"EDN, RAF3, RNS2"	"14"
